REGION,LOCALITE,NOM_BANQUE,CATEGORIE,NOM GUICHET,ADRESSE GUICHET,latitude,longitude
LOCALITE,BANQUE,CATEGORIE,CODE GUICHET,ADRESSE GUICHET,,,
BOUHOUDA,AL BARID BANK,BANQUE CONVENTIONNELLE,6630280,RUE DU COLLEGE QUARTIER ADMINISTRATIF SEBT METIOUA BOUHOUDA,,,
BOUIZAKARNE,AL BARID BANK,BANQUE CONVENTIONNELLE,3250622,"BOUIZAKARNE                   _x000D_
_x000D_
_x000D_
       _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
                _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
      _x000D_
_x000D_
_x000D_
_x000D_
",,,
BOUJDOUR,AL BARID BANK,BANQUE CONVENTIONNELLE,1300778,"BOUJDOUR                      _x000D_
",,,
BOUJNIBA,AL BARID BANK,BANQUE CONVENTIONNELLE,4010851,"BOUJNIBA                      _x000D_
_x000D_
",,,
BOULEMANE,AL BARID BANK,BANQUE CONVENTIONNELLE,1400244,"BOULEMANE                     _x000D_
_x000D_
 _x000D_
       _x000D_
_x000D_
    _x000D_
            _x000D_
     _x000D_
      _x000D_
           _x000D_
_x000D_
_x000D_
",,,
BOULEMANE,AL BARID BANK,BANQUE CONVENTIONNELLE,1400246,EL MERS CENTRE 33102 BOULEMANE,,,
BOULEMANE,AL BARID BANK,BANQUE CONVENTIONNELLE,1400247,CENTRE ALMIS GUIGOU Q.COMMERCIAL 33053 BOULEMANE,,,
BOULEMANE,AL BARID BANK,BANQUE CONVENTIONNELLE,1400248,AIT HAMZA CENTRE 33052 BOULEMANE,,,
BOULEMANE,AL BARID BANK,BANQUE CONVENTIONNELLE,1400249,CENTRE ENJIL IKHATAREN 33002 BOULEMANE,,,
BOULEMANE,AL BARID BANK,BANQUE CONVENTIONNELLE,1400267,QUARTIER N° 16 CENTRE TINDIT FRITISSA 33303 BOULEMANE,,,
BOULEMANE,AL BARID BANK,BANQUE CONVENTIONNELLE,1400276,"CENTRE SKOURA SEGHROUCHEN,  MDAZ, 33352 BOULEMANE",,,
BOUMALNE DADES,AL BARID BANK,BANQUE CONVENTIONNELLE,5550741,PLACE DES FAR 45152 BOUMALNE DADES,,,
BOUMIA,AL BARID BANK,BANQUE CONVENTIONNELLE,3950219,BOUMIA QUARTIER ADMINISTRATIF,,,
BOURD,AL BARID BANK,BANQUE CONVENTIONNELLE,6980295,CENTRE BOURD,,,
BOUSKOURA,AL BARID BANK,BANQUE CONVENTIONNELLE,7910514,KM 17 BOUSKOURA NOUACEUR,,,
BOUZEMLANE,AL BARID BANK,BANQUE CONVENTIONNELLE,7120261,"CENTRE AIT SAGHROUCHEN, BOUZEMLANE",,,
BOUZNIKA,AL BARID BANK,BANQUE CONVENTIONNELLE,1210113,"BOUZNIKA                       _x000D_
            _x000D_
             _x000D_
             _x000D_
    _x000D_
               _x000D_
",,,
BOUZNIKA,AL BARID BANK,BANQUE CONVENTIONNELLE,1210114,"BOUZNKA HAY RIAD       _x000D_
            _x000D_
             _x000D_
             _x000D_
    _x000D_
               _x000D_
",,,
BRACHOUA,AL BARID BANK,BANQUE CONVENTIONNELLE,3690341,CENTRE BRACHOUA,,,
BRADIA,AL BARID BANK,BANQUE CONVENTIONNELLE,1080834,"HAD BRADIA                    _x000D_
  _x000D_
",,,
BZOU,AL BARID BANK,BANQUE CONVENTIONNELLE,0740788,"BZOU                          _x000D_
              _x000D_
                     _x000D_
                 _x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800495,"CASABLANCA PRINCIPAL          _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800496,"CASA BACHKOU                  _x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800497,"CASABLANCA ENNASSIM                _x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800498,"CASABLANCA BOULEVARD 10 MARS    _x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800499,"CASA AIN SBAA AL HADIKA       _x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800500,"CASA EMILE ZOLA               _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800501,AEROPORT MOHAMED V,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800503,"CASABLANCA BASE NAVALE         _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800504,AEROPORT MOHAMED V,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800506,AIN SEBAA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800511,"CASABLANCA HAY HASSANI         _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800512,"CASABLANCA SIDI AL KHADIR     _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800516,"CASABLANCA SIDI MAAROUF       _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800517,"CASABLANCA AIN CHOCK          _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800519,"CASABLANCA BOURGOGNE           _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800520,"CASABLANCA HAY MY RACHID      _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800521,"CASABLANCA BOURSE             _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800522,"CASABLANCA AIN DIAB            _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800523,DERB SIDNA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800524,"CASABLANCA EL FIDA             _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800525,"CASABLANCA MAARIF              _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800526,"CASABLANCA MERSULTAN           _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800527,"CASABLANCA OASIS               _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800528,"CASABLANCA GARE                _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800529,"CASABLANCA ROCHES NOIRES       _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800530,"CASABLANCA TAKADOUM           _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800531,BD JOULANE SIDI OTHMANE CASABLANCA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800534,"CASABLANCA FORCES AUXILIARES  _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800535,"CASABLANCA HAY INARA          _x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800537,"CASABLANCA HAY EL FARAH       _x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800538,"CASABLANCA BANDOENG           _x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800539,"CASABLANCA BOUSMARA           _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800540,"CASABLANCA CITE DJEMAA        _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800541,"CASABLANCA SIDI BERNOUSSI     _x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800544,"CASABLANCA  EL HANK           _x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800545,"CASABLANCA SIDI MOUMEN        _x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800547,"CASABLANCA HAY EL BARAKA      _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800550,"CASABLANCA EL OULFA           _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800551,"LISSASFA                      _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800552,"CASABLANCA DERB GHELLEF       _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800553,"CASABLANCA HAY ESSALAM        _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800554,"CASA OUM RABIAA               _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800555,"AIN SEBAA CASABLANCA       _x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800556,"CASABLANCA DAR LAMANE         _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800557,"CASABLANCA KSAR LBHAR         _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800559,"CASABLANCA HAY IFRIQUIA       _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800560,"CASABLANCA AIN BORJA          _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800561,"CASABLANCA 2 MARS             _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800562,"CASABLANCA HAY SALMIA         _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800563,"CASABLANCA AL QODS            _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
          _x000D_
_x000D_
     _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800566,"CASABLANCA MCALLAH            _x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800567,"CASABLANCA  GHANDI            _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800568,"HAY ESSALAMA   CASABLANCA    _x000D_
_x000D_
 _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800570,"CASABLANCA AHL LOGHLAM        _x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800571,"CASABLANCA AVENUE M6          _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800572,"CASA QUARTIER DES HOPITAUX    _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800573,"CASA MBNOUCEIR                _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800574,"CASA EL GUERNAOUI             _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800575,"CASA ATTACHAROUK              _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800576,"CASA AL HOUDA                 _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800577,"CASABLANCA SIDI SOUFI         _x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800578,"CASABLANCA ABDELMOUMEN        _x000D_
    _x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800579,"CASABLANCA TACHFINE           _x000D_
     _x000D_
    _x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800580,CASABLANCA MEKDAD LAHRIZI,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800959,HAY SADRI MOULAY RACHID 20652 CASABLANCA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800963,"ANASSI, HAY SALAM, 1, AV MOHAMED EZZEFZAF, CASABLANCA",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800975,"483 BD DRISS EL HARTI CASABLANCA_x000D_
   _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7800976,"LOT AZHAR BERNOUSSI CASABLANCA_x000D_
   _x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801008,"AGENCE MOBILE CASABLANCA NORD_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801009,"AGENCE MOBILE CASABLANCA SUD_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801017,"113 LOT HABIBA,LISSASFA",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801021,ANGLE BOULEVARD SEBOU ET MELOUIA RUE 164 EL OULFA CASABLANCA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801023,8 QUARTIER EL MOUSTAKBAL  SIDI MAAROUF 20190 CASABLANCA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801025,"118,HAY MY ABEDELLAH BD ESSMARA  AIN CHOK",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801028,"11, BD AHMED BEN BASSOU, QUARTIER AL AMAL 2, BERNOUSSI, CASABLANCA",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801030,202 BD BRAHIM ROUDANI,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801035,"SALAM 2 AHL LOGHLAM 01 TRANCHE B LOT F.B.3 BOULEVARD ESSALAM, ANNASSI",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801036,41 BOULEVARD KHALIFA BEN ISMAIL ETG RC  SIDI OTHMANE CASABLANCA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801037,204 BOULEVARD MOULAY ABDELLAH AIN CHOK CASABLANCA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801039,"204, BD TEMARA, HAY MOULAY ABDELAH, CASABLANCA",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801045,199 LOTISSEMENT ENNASSIM CASABLANCA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801046,"8,BLOC 24 RC BOULEVARD REDA GUEDIRA CITE DJEMAA, CASABLANCA",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801048,JAWHARA RAHMA 2 GH 3 IMM 1 ET 6 MAGASIN 10 ET 11 CASABLANCA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801049,BD ABDELKADER SAHRAOUI N 44 ATTACHAROUK HAY MOULAY RCHID CASABLANCA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801051,LOT EL KHEIR N°266 SIDI MAAROUF CASABLANCA,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801052,"36 BD MOHAMMED EL BEKKALI, JAWHARAT SIDI MOUMEN, CASABLANCA",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801057,AGENCE MOBILE CASA EST,,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801063,"AGENCE MOBILE CASABLANCA OUEST, CASABLANCA",,,
CASABLANCA,AL BARID BANK,BANQUE CONVENTIONNELLE,7801067,"69, BD LALLA ASMAA, SIDI MOUMEN, CASABLANCA",,,
CHEFCHAOUEN,AL BARID BANK,BANQUE CONVENTIONNELLE,1500473,"CHEFCHAOUEN                   _x000D_
 _x000D_
_x000D_
       _x000D_
_x000D_
            _x000D_
           _x000D_
      _x000D_
      _x000D_
       _x000D_
",,,
CHEFCHAOUEN,AL BARID BANK,BANQUE CONVENTIONNELLE,1500485,"CENTRE STEHA    _x000D_
_x000D_
 _x000D_
       _x000D_
_x000D_
    _x000D_
            _x000D_
     _x000D_
      _x000D_
           _x000D_
_x000D_
_x000D_
",,,
CHEFCHAOUEN,AL BARID BANK,BANQUE CONVENTIONNELLE,1501062,AGENCE MOBILE CHEFCHAOUEN,,,
CHICHAOUA,AL BARID BANK,BANQUE CONVENTIONNELLE,4650691,"AIT HADI                      _x000D_
_x000D_
_x000D_
       _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
                _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
      _x000D_
_x000D_
_x000D_
_x000D_
",,,
CHICHAOUA,AL BARID BANK,BANQUE CONVENTIONNELLE,4650719,"CHICHAOUA                     _x000D_
    _x000D_
",,,
CHICHAOUA,AL BARID BANK,BANQUE CONVENTIONNELLE,4650749,CENTRE ARBAA DOUIRANE 41202 CHICHAOUA,,,
CHOUGRANE,AL BARID BANK,BANQUE CONVENTIONNELLE,4060826,"CENTRE TLETA CHOUGRANE 25502 KHOURIBGA                _x000D_
          _x000D_
_x000D_
            _x000D_
   _x000D_
_x000D_
",,,
DAKHLA,AL BARID BANK,BANQUE CONVENTIONNELLE,5300780,"DAKHLA PAL                    _x000D_
_x000D_
",,,
DAKHLA,AL BARID BANK,BANQUE CONVENTIONNELLE,5300781,"DAKHLA BIR ANZARANE           _x000D_
_x000D_
_x000D_
",,,
DAKHLA,AL BARID BANK,BANQUE CONVENTIONNELLE,5300782,"DAKHLA FAR                    _x000D_
_x000D_
_x000D_
_x000D_
",,,
DAKHLA,AL BARID BANK,BANQUE CONVENTIONNELLE,5300982,HAY AL WAKALA 77000 DAKHLA,,,
DAKHLA,AL BARID BANK,BANQUE CONVENTIONNELLE,5301015,SIS LOTISSEMENT ESSALAM  A N°9 DAKHLA,,,
DAR BNI KARRICH,AL BARID BANK,BANQUE CONVENTIONNELLE,7220462,BNI KARRICH FOUKI BOUSSOF,,,
DAR BOUAZZA,AL BARID BANK,BANQUE CONVENTIONNELLE,7920513,"DAR BOUAZZA                   _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
DAR CHAOUI,AL BARID BANK,BANQUE CONVENTIONNELLE,6440331,CENTRE DAR CHAOUI,,,
DAR EL KEBDANI,AL BARID BANK,BANQUE CONVENTIONNELLE,5030433,BD MOHAMED V DAR KEBDANI CENTRE,,,
DAR GUEDDARI,AL BARID BANK,BANQUE CONVENTIONNELLE,3370105,"DAR GUEDDARI                   _x000D_
            _x000D_
             _x000D_
             _x000D_
    _x000D_
               _x000D_
",,,
DAR OULD ZIDOUH,AL BARID BANK,BANQUE CONVENTIONNELLE,0940809,CENTRE DAR OULD ZIDOUH   23102  BENI MELLAL,,,
DCHEIRA EL JIHADIA,AL BARID BANK,BANQUE CONVENTIONNELLE,0200643,"DCHEIRA                        _x000D_
_x000D_
_x000D_
       _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
                _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
      _x000D_
_x000D_
_x000D_
_x000D_
",,,
