REGION,LOCALITE,NOM_BANQUE,CATEGORIE,NOM GUICHET,ADRESSE GUICHET,latitude,longitude
LOCALITE,BANQUE,CATEGORIE,CODE GUICHET,ADRESSE GUICHET,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700729,"ANGLE BOULEVARDS EL FATWAKI ET EL KHATIB, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700732,"CENTRE COMMERCIALE ASWAK ASSALAM, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700733,"ANGLE BOULEVARDS AL KADISSIA ET SABRA, HAY EL QODS, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700734,"88, RUE N°1, ROUTE AOUINET SOURAK, HAY EL KHALLOUFI, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700739,"11, LOTISSEMENT EL KHEIR, RUE EL KIRCHE, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700746,"7, LOTISSEMENT EL OUAFAE, DHAR LAMSALLA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700747,"HAY EL MIR ALI, LOTISSEMENT MECHOUER, LOT N° 95, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700748,"21, ROUTE AIN BENI MATHAR, HAY ASSALAM, B1, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700749,LOTISSEMENT MBARKI N° 122 HAY ZAITOUNE OUJDA 60000,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700751,ANGLE RUE DE CASABLANCA ET RUE DE SAFI OUJDA 60000,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700753,LOTISSEMENT HAMMOUTI ROUTE D'ALGERIE LOT N°81 OUJDA 60000,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700754,DHAR LAMHALLA BLOC A N°8 OUJDA 60000,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700756,"ANGLE BD. MOHAMED V ET RUE AL MADINA AL MOUNAOUARA_x000D_
",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700760,BOULEVARD MOULAY IDRISS AL AKBAR,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700761,"LOTISSEMENT ARIHA N°3, OUJDA ANGADE",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700763,"LOTISSEMENT MSIRDI DHAR LAMSALLA, OUJDA_x000D_
",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700764,"54, BD PRINCE HERITIER MLY EL HASSAN, OUJDA_x000D_
_x000D_
",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700766,"BOULEVARD EL HANSALI, OUJDA ANGADE_x000D_
_x000D_
_x000D_
_x000D_
",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700771,"LOTISSEMENT LAALEJ, ROUTE AOUINATE SERRAK N°212 OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700772,"220, ROUTE AL AOUNIA, AL BOUSTANE OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700773,"HAY AGDAL, BOULEVARD BRAHIM ROUDANI N°2 LOT BEN SAHLI",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700781,"90, BOULEVARD MOHAMED V, IMMEUBLE ESSBAI OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700782,LOTISSEMEMNT DES IRIS BD OUM RABIE N°58,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700783,"ROUTE PRINCIPALE SIDI YAHYA ET RUE AAMAMOU, OUJDA_x000D_
_x000D_
_x000D_
",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700784,RUE JAKARTA LOTISSEMENT MIRI ET RACHIDI LOT N° 2 OUJDA,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700786, DHAR LAMHALLA LOTISSEMENT ASSALAM LOT N° 259 OUJDA,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700789,LOT MOUHOUB ET CONSORTS N° 1ROUTE D'ALGERIE,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700791,HAY SI LAKHDAR RUE B60 N° 32 OUJDA,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700792,"ROUTE EL AOUNIA, LOTISSEMENT EL AOUNIA, LOT N° 83, OUJDA",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700793,"BLD KADDOUR EL OUARTASSI, ROUTE EL AOUNIA N°12",,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700794,BLD FAYSAL IBN ABDELAZIZ LOTISSEMENT BENHAMOU N°199,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700797,HAY AL MANAR LOT EL AMRI RUE A6 N° 4 OUJDA,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700798,ROUTE JERADA LOTISSEMENT IBN KHALDOUN N° 96 OUJDA,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700801,ANGLE DES RUES DE L'ARMEE DE LIBERATION ET IBN QUAIM,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700802,ROUTE SIDI YAHIA LOTISSEMENT LAALEJ LOT 29,,,
OUJDA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5700803,ANGLE BD ENNARJIS ET RUE LIBYA LOTISSEMENT DOUHI,,,
OULAD ABBOU,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,6230736,"127, BOULEVARD HASSAN II, OULED ABBOU",,,
OULAD BERHIL,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,0450143,OULAD BERHIL CENTRE,,,
OULAD TEIMA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,0280170,CENTRE OULAD TEIMA,,,
OULAD TEIMA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,0280171,"LOT MOUISSET, CENTRE DE OULED TAIMA",,,
OULAD TEIMA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,0280206,NUMERO 371 ET 373 RUE EL HOURRIA OULED TEIMA,,,
OULED AYAD,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,1000551,"BD MED V, HAY LAYMOUN, KHEMIS OULAD AYAD",,,
OULED FREJ,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,1850767,"105, ROUTE SECONDAIRE OULAED FREJ",,,
OULED M'BAREK,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,0910564,OULED MBAREK CENTRE,,,
OULED YAICH,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,0920562,DOUAR RKABA OULAD YAICHE 23500 BENI MELLAL,,,
OULED YAICH,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,0920616,"DOUAR ABDOU, COMMUNE OULED YOUSSEF. QUIADAT OULED SAID LOUED, CERCLE KASBA TADLA",,,
OULED ZMAM,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,1090612,"CENTRE OULED ZMAM_x000D_
_x000D_
",,,
OULMES,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3650250,N°82 ANGLE AVENUE ABDELMOUMEN ET RUE N°40 QUARTIER PAM OULMES,,,
OURIKA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4760598,"DOUAR TIMSKRINE, OURIKA",,,
OUTAT EL HAJ,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,1460749,"CENTRE COMMERCIAL, AVENUE HASSAN II, OUTAT EL HAJ",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100102,"64, AVENUE ALLAL BEN ABDELLAH",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100103,"14, AVENUE MOULAY ISMAIL",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100104,"ENSEMBLE ARTISANALE, TARIK AL MASSIRA",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100105,RUE TRABLESS,,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100106,"16, NOVEMBRE, RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100107,"6, AG AV. CHELLAH ET RUE MY RACHID, TOUR HASSAN",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100109,"208, AVENUE SIDI MOHAMED BEN ABDELLAH, AKKARI",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100110,"3, AVENUE TRABLESS",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100111,"241, AVENUE MOHAMED BEN ABDELLAH",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100112,"46, AVENUE TEMARA, DIOUR JAMAA",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100113,"288, BOULEVARD MOHAMED V",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100114,"32, ANGLE BOULEVARDS AL KIFAH ET ASSALAM",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100115,"30, AVENUE EL HAOUZ, BLOC 12",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100116,"313, AVENUE MOHAMED V, BABJDID",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100117,"3, PLACE DE RUSSIE",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100118,"17, LOT N°5, SECTEUR 9, HAY RIAD - TAKADDOUM",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100119,ANGLE AVENUE DE FRANCE ET RUE JBEL TOUBKAL,,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100133,"QUARTIER YACOUB EL MANSOUR,LOT AMAL ""O"" N° 1, QUARTIER G5",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100134,"967, HAY EL MENZEH, LOT OLM, Y.E.M",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100151,"477,HY  NAHDA EXTENSION I COMPLEMENT- RABAT TAKADOUM",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100152,"JBEL RAISSI, DOUAR DOUM",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100154,ANGLE AVENUE OQBA ET AVENUE MELOUYA - AGDAL RABAT,,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100155,AVENUE GHANDASA N:21 SECTEUR EST YOUSSOUFIA,,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100156,62 BD   PATRICE LUMUMBA,,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100157,"ANGLE RUE BAHT ET OUED TENSIFT, AGDAL, RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100158,"39, GROUPE AL MARJANE, BLOC 10, TAKADOUM",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100159,"69, AVENUE MOULAY ISMAIL HASSAN, RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100162,AMAL V - N°1587 HAY EL FATH,,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100168,"AVENUE AL AARAAR, SECTEUR 14, N° 4, HAY RIAD, RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100178,"804,  CHARII AL MANZAH,  RABAT 10000",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100179,"25, AMAL IV, CHARII AL MASSIRA, CYM, RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100181,"13, AVENUE ALLAL BEN ABDELLAH",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100182,"6, RUE OMAR BNOU AL KHATTAB",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100189,"CHARII IJTIHAD, RABAT 10053",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100201,"30, AVENUE SALAM, YACOUB EL MANSOUR, RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100211,"LOT 94, HAY ANNAHDA II, RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100220,"28, ANGLE AVENUE AL MAGHRIB AL ARABI ET RUE VIETNAME, OCEAN, RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100227,"AVENUE MOUKAWAMA, RUE KOWEIT, QUARTIER L'OCEAN, RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100230,"55, AVENUE IBN SINA, AGDAL, RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100247,"457, ANGLE AVENUE HASSAN II ET SOULAIMANE ROUDANI  RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100252,BLOC DN LOT YACOUB AL MANSOUR RABAT,,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100271,"AVENUE MOHAMED VI, ROUTE DES ZAERS, RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100272,"ANGLE BOULEVARD MED VI ET RUE SANHAJA SOUISSI RABAT_x000D_
_x000D_
_x000D_
",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100273,"64 AVENUE ALLAL BEN ABDELLAH 10000 RABAT_x000D_
_x000D_
",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100290,"PROPRIETE DITE AHMED ABDRAHIM LOT HAY ANNAHDA RABAT_x000D_
",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100306,"MAGASIN N° 15, IMM. 5, PROGRAMME MANSOUR 2, QUARTIER YEM OPERATION AL KORA  RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100312,BLOC CORTOBA 1 IMM 2 MAGASIN N°3 RESIDENCE RIAD AL ANDALOUS EXIMMC 016 MAGASIN N°3  RABAT,,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100319,"ANGLE AVENUE ZERKTOUNI ET RUE HIND KEBIBAT RABAT_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100320,"AMAL 4, LOT N°11 YACOUB EL MANSOUR RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100321,"AMAL 5, LOT N°1178, AVENUS AL MASSIRA YACOUB EL MANSOUR",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100350,N° 32 ET 34 AVENUE ABDELKRIM AL KHATTABI OCEAN RABAT,,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100351,"18, AVENUE MEHDI BEN BARKA SOUISSI RABAT			_x000D_
",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100359,BLOC TE N° 5 HAY RJAFALLA CYM RABAT,,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100362,"ANGLE RUE ANNABA ET AVENUE TRABLESS, PLACE DE L'UNITE AFRICAINE HASSAN RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100365,"N°14, SECTEUR 16 AVENUE ANNAKHIL RESIDENCE AZZOHOUR, QUARTIER RIAD RABAT",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100366,"RABAT, 30, AVENUE TADLA, MAGASIN N°2, MABELLA",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100372,"GARE DE RABAT AGDAL, AVENUE EL HADJ AHMED CHARKAOUI , AGDAL RABAT 10090",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100373,"CENTRE COMMERCIAL "" ARRIBAT CENTER "" CARREFOUR DES AVENUES NATIONS UNIES, AL ABTAL, INAOUIN ET OMAR",,,
RABAT,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8100374,"DAR ESSALAM B5, LOT DAR ESSALAM CODE POSTAL 10105  SOUISSI  RABAT",,,
RAS EL MA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5180024,RAS AL MA CENTRE,,,
RIBATE EL KHEIR,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7140739,"HAY AL  MASSID, RIBAT EL KHEIR CENTRE",,,
ROMMANI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3680125,"COMPLEXE ARTISANALE, ROMMANI CENTRE",,,
ROMMANI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,3680283,LOT N°14 RUE ALLAL EL FASSI QUARTIER SAADA ROMMANI,,,
SABAA AIYOUN,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,4940827,"SABAA AYIOUN, CENTRE VILLE",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900662,"ANGLE BD KENNEDY ET BD HASSAN II EX BD C 20250 _x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900663,"PLACE DE L'INDEPENDANCE _x000D_
_x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900664,"BD DRISS BEN NACER  _x000D_
_x000D_
_x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900665,"AVENUE IBN BATTOUTA QUARTIER BLED EL JED _x000D_
_x000D_
_x000D_
_x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900666,"ROUTE SIDI OUASSEL AVENUE BOUJDOUR _x000D_
_x000D_
_x000D_
_x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900667,"QUARTIER SIDI OUASSEL_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900668,"BD, FKIH HASKOURI ROUTE HAD HRARA SAFI _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900669,"AVENUE DE LA LIBERTE _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900670,"RUE ATLAS QUARTIER BIADA _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
  _x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900672,"26, BOULEVARD KENNEDY, SAFI_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900675,"PLACE MED V  V N   BP: 175_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900676,"RUE SOUK, QUARIER SIDI ABDELKRIM, SAFI _x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900677,"ROUTE DE MARRAKECH PRES DU TRIBUNAL DE LA COUR D'APPEL DE SAFI_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900678,"BOULEVARD EL MASSIRA D4 HAY JRIFAT  SAFI_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900679,LOT AVIATION I N° 694  SAFI,,,
SAFI,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5900680,"LOT N°194 ET 196 LOTISSEMENT MOUNA, ROUTE D°AVIATION SAFI",,,
SAIDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5790743,"15,BD HASSAN II  PROVINCE BERKANE",,,
SAIDIA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,5790745,CENTRE COMMERCIALE MEDINA MEDITERRANEA SAIDIA 60600,,,
SAKA,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,7070707,"SAKA CENTRE, CERCLE DE GUERCIF 35100",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150132,"23, ANGLE CHARII ANNASR ET RUE SORROUR, SALE",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150140,"AVENUE 2 MARS, IMMEUBLE DES HABOUS",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150141,"10, AV. MOHAMED V, LOTIS. ASSIA, TABRIQUET",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150142,"47, AVENUE MOHAMED V, TABRIQUET",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150143,"LOT ZENFARI, ROND POINT SOUK EL KHEMIS, BETTANA",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150144,"1, BD MED V, HAY EL BARAKA KARIA  SALE EL JADIDA",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150145,"CITE AL AMAL, AV MLY RACHID N° 18- KARIA",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150146,AVENUE IBNOU EL  HAYTAM N°: 469,,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150147,"LOT ENNAHDA, N° 32, ROUTE DE KENITRA, SALE",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150148,"ANGLE AVENUES MOHAMED V ET HASSAN II, SALA AL JADIDA, SALE",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150149,"HAY ESSALAM EXTENSION, LOT 68, SALE",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150153,"AVENUE ABDELKRIM KHATTABI, A6 HAY ASSALAM",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150163,"3, LOT CHERKAOUI, RUE KACEM ZHIRI, BAB SEBTA",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150164,"345, BOULEVARD MOHAMED V, DAR HAMRA, TABRIQUET, SALE",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150166,HAY MOULAY ISMAIL SECTEUR 2 N° 615 SALE,,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150167,ANGLE CHARII MASSIRA KHADRA ET RUE MAGHRANE HAY AL KIFAH SALE,,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150188,"LOT 754, SECTEUR 4, HAY SALAM, SALE",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150205,ANGLE AV MLY ABDELLAH ET ALLAL BEN ABDELLAH N°38 SALE,,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150206,"SECTEUR TABRIQUET, HAY RAHMA, SALE",,,
SALE,CREDIT POPULAIRE DU MAROC (CPM),BANQUE CONVENTIONNELLE,8150207,ROUTE DE KENITRA HAFRAT LAKWASS LOT N°3 SALE,,,
